"","X","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration","order_abbrev"
"221",4685,"SaipanLADTAL2","saipan","ladta","L2","b","r","Apoidea",4,2018-01-17,2018-01-20,3,"Apoid"
"222",4778,"SaipanLADTAL2","saipan","ladta","L2","r","w","Lepidoptera",4,2018-01-17,2018-01-20,3,"Lepid"
"223",4789,"SaipanLADTAL2","saipan","ladta","L2","r","r","Apoidea",4,2018-01-17,2018-01-20,3,"Apoid"
"224",5012,"SaipanLadtgL1","saipan","ladtg","L1","b","w","Lepidoptera",4,NA,NA,NA,"Lepid"
"225",5025,"SaipanLadtgL1","saipan","ladtg","L1","b","r","Lepidoptera",4,NA,NA,NA,"Lepid"
"226",5062,"SaipanLadtgL1","saipan","ladtg","L1","b","y","Apoidea",4,NA,NA,NA,"Apoid"
"227",5071,"SaipanLadtgL1","saipan","ladtg","L1","r","y","Diptera",4,NA,NA,NA,"Dipte"
"228",5151,"SaipanLadtgL1","saipan","ladtg","L1","r","w","Coleoptera",4,NA,NA,NA,"Coleo"
"229",5253,"SaipanLADTGL2","saipan","ladtg","L2","y","y","Diptera",4,2018-01-17,2018-01-20,3,"Dipte"
"230",5254,"SaipanLADTGL2","saipan","ladtg","L2","y","y","Hemiptera",4,2018-01-17,2018-01-20,3,"Hemip"
"231",5294,"SaipanLADTGL2","saipan","ladtg","L2","w","y","Coleoptera",4,2018-01-17,2018-01-20,3,"Coleo"
"232",5397,"SaipanLADTGL2","saipan","ladtg","L2","r","r","Hemiptera",4,2018-01-17,2018-01-20,3,"Hemip"
"233",5428,"SaipanLadtgL3","saipan","ladtg","L3","r","r","Lepidoptera",4,NA,NA,NA,"Lepid"
"234",5439,"SaipanLadtgL3","saipan","ladtg","L3","r","b","Apoidea",4,NA,NA,NA,"Apoid"
"235",5479,"SaipanLadtgL3","saipan","ladtg","L3","b","b","Crabronidae",4,NA,NA,NA,"Crabr"
"236",5491,"SaipanLadtgL3","saipan","ladtg","L3","b","y","Apoidea",4,NA,NA,NA,"Apoid"
"237",5518,"SaipanLadtgL3","saipan","ladtg","L3","b","r","Crabronidae",4,NA,NA,NA,"Crabr"
"238",5543,"SaipanLadtgL3","saipan","ladtg","L3","y","r","Apoidea",4,NA,NA,NA,"Apoid"
"239",5556,"SaipanLadtgL3","saipan","ladtg","L3","y","b","Apoidea",4,NA,NA,NA,"Apoid"
"240",5604,"SaipanLadtgL3","saipan","ladtg","L3","w","w","Diptera",4,NA,NA,NA,"Dipte"
"241",5617,"SaipanLadtgL3","saipan","ladtg","L3","w","b","Diptera",4,NA,NA,NA,"Dipte"
"242",5643,"SaipanMTRLL1","saipan","mtrl","L1","w","b","Diptera",4,2018-01-17,2018-01-20,3,"Dipte"
"243",5675,"SaipanMTRLL1","saipan","mtrl","L1","w","r","Lepidoptera",4,2018-01-17,2018-01-20,3,"Lepid"
"244",5714,"SaipanMTRLL1","saipan","mtrl","L1","r","w","Lepidoptera",4,2018-01-17,2018-01-20,3,"Lepid"
"245",84,"GuamAnaoL1","guam","anao","L1","w","y","Crabronidae",3,2018-01-12,2018-01-15,3,"Crabr"
"246",187,"GuamAnaoL1","guam","anao","L1","r","r","Apoidea",3,2018-01-12,2018-01-15,3,"Apoid"
"247",654,"GuamNblasL1","guam","nblas","L1","r","y","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"248",768,"GuamNblasL1","guam","nblas","L1","y","w","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"249",784,"GuamNblasL1","guam","nblas","L1","w","r","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"250",823,"GuamNblasL1","guam","nblas","L1","w","w","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"251",833,"GuamNblasL2","guam","nblas","L2","r","y","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"252",1184,"GuamNblasL3","guam","nblas","L3","y","y","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"253",1382,"GuamRacetrackL1","guam","race","L1","r","b","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"254",1473,"GuamRacetrackL2","guam","race","L2","b","y","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"255",1756,"GuamRacetrackL3","guam","race","L3","w","y","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"256",1795,"GuamRacetrackL3","guam","race","L3","b","w","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"257",1863,"GuamRacetrackL3","guam","race","L3","r","w","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"258",1909,"GuamRitiL1","guam","riti","L1","y","y","Partial",3,2018-01-12,2018-01-15,3,"Parti"
"259",2032,"GuamRitiL1","guam","riti","L1","y","r","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"260",2078,"GuamRitiL1","guam","riti","L1","r","r","Partial",3,2018-01-12,2018-01-15,3,"Parti"
"261",2129,"GuamRitiL2","guam","riti","L2","w","b","Isoptera",3,2018-01-12,2018-01-15,3,"Isopt"
"262",2416,"GuamRitiL3","guam","riti","L3","y","b","Partial",3,2018-01-12,2018-01-15,3,"Parti"
"263",2468,"GuamRitiL3","guam","riti","L3","y","y","Partial",3,2018-01-12,2018-01-15,3,"Parti"
"264",2493,"GuamRitiL3","guam","riti","L3","w","y","Isoptera",3,2018-01-12,2018-01-15,3,"Isopt"
"265",3059,"GuamSblasL3","guam","sblas","L3","w","y","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"266",3192,"SaipanForbiAL1","saipan","forbia","L1","r","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"267",3205,"SaipanForbiAL1","saipan","forbia","L1","r","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"268",3231,"SaipanForbiAL1","saipan","forbia","L1","w","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"269",3371,"SaipanForbiAL2","saipan","forbia","L2","y","y","Formicidae",3,2018-01-17,2018-01-20,3,"Formi"
"270",3374,"SaipanForbiAL2","saipan","forbia","L2","y","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"271",3413,"SaipanForbiAL2","saipan","forbia","L2","b","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"272",3426,"SaipanForbiAL2","saipan","forbia","L2","b","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"273",3452,"SaipanForbiAL2","saipan","forbia","L2","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"274",3463,"SaipanForbiAL2","saipan","forbia","L2","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"275",3478,"SaipanForbiAL2","saipan","forbia","L2","w","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"276",3524,"SaipanForbiAL2","saipan","forbia","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"277",3563,"SaipanForbiAL3","saipan","forbia","L3","r","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"278",3619,"SaipanForbiAL3","saipan","forbia","L3","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"279",3723,"SaipanForbiAL3","saipan","forbia","L3","y","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"280",3725,"SaipanForbiAL3","saipan","forbia","L3","y","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"281",3751,"SaipanForbiAL3","saipan","forbia","L3","y","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"282",3758,"SaipanForbiAL3","saipan","forbia","L3","y","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"283",3792,"SaipanForbiGridL1","saipan","forbig","L1","y","y","Araneae",3,2018-01-17,2018-01-20,3,"Arane"
"284",3814,"SaipanForbiGridL1","saipan","forbig","L1","b","w","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"285",3841,"SaipanForbiGridL1","saipan","forbig","L1","r","w","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"286",3854,"SaipanForbiGridL1","saipan","forbig","L1","b","r","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"287",3875,"SaipanForbiGridL1","saipan","forbig","L1","y","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"288",3892,"SaipanForbiGridL1","saipan","forbig","L1","b","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"289",3894,"SaipanForbiGridL1","saipan","forbig","L1","b","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"290",3903,"SaipanForbiGridL1","saipan","forbig","L1","w","y","Coleoptera",3,2018-01-17,2018-01-20,3,"Coleo"
"291",3907,"SaipanForbiGridL1","saipan","forbig","L1","w","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"292",3920,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"293",3927,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"294",3966,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"295",4019,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"296",4036,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"297",4070,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"298",4071,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"299",4113,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"300",4141,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"301",4278,"SaipanForbiGridL3","saipan","forbig","L3","b","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"302",4283,"SaipanForbiGridL3","saipan","forbig","L3","b","r","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"303",4295,"SaipanForbiGridL3","saipan","forbig","L3","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"304",4369,"SaipanForbiGridL3","saipan","forbig","L3","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"305",4382,"SaipanLADTAL1","saipan","ladta","L1","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"306",4427,"SaipanLADTAL1","saipan","ladta","L1","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"307",4486,"SaipanLADTAL1","saipan","ladta","L1","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"308",4513,"SaipanLADTAL1","saipan","ladta","L1","r","w","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"309",4557,"SaipanLADTAL1","saipan","ladta","L1","w","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"310",4577,"SaipanLADTAL1","saipan","ladta","L1","r","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"311",4591,"SaipanLADTAL2","saipan","ladta","L2","y","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"312",4607,"SaipanLADTAL2","saipan","ladta","L2","y","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"313",4609,"SaipanLADTAL2","saipan","ladta","L2","y","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"314",4620,"SaipanLADTAL2","saipan","ladta","L2","y","w","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"315",4622,"SaipanLADTAL2","saipan","ladta","L2","y","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"316",4659,"SaipanLADTAL2","saipan","ladta","L2","b","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"317",4661,"SaipanLADTAL2","saipan","ladta","L2","b","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"318",4673,"SaipanLADTAL2","saipan","ladta","L2","b","w","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"319",4681,"SaipanLADTAL2","saipan","ladta","L2","b","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"320",4687,"SaipanLADTAL2","saipan","ladta","L2","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"321",4733,"SaipanLADTAL2","saipan","ladta","L2","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"322",4747,"SaipanLADTAL2","saipan","ladta","L2","r","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"323",4759,"SaipanLADTAL2","saipan","ladta","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"324",4763,"SaipanLADTAL2","saipan","ladta","L2","r","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"325",4798,"SaipanLADTAL3","saipan","ladta","L3","r","w","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"326",4842,"SaipanLADTAL3","saipan","ladta","L3","r","y","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"327",5064,"SaipanLadtgL1","saipan","ladtg","L1","b","y","Lepidoptera",3,NA,NA,NA,"Lepid"
"328",5077,"SaipanLadtgL1","saipan","ladtg","L1","r","y","Lepidoptera",3,NA,NA,NA,"Lepid"
"329",5084,"SaipanLadtgL1","saipan","ladtg","L1","w","r","Diptera",3,NA,NA,NA,"Dipte"
"330",5097,"SaipanLadtgL1","saipan","ladtg","L1","y","y","Diptera",3,NA,NA,NA,"Dipte"
"331",5188,"SaipanLadtgL1","saipan","ladtg","L1","w","y","Diptera",3,NA,NA,NA,"Dipte"
"332",5228,"SaipanLADTGL2","saipan","ladtg","L2","b","b","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"333",5240,"SaipanLADTGL2","saipan","ladtg","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"334",5344,"SaipanLADTGL2","saipan","ladtg","L2","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"335",5371,"SaipanLADTGL2","saipan","ladtg","L2","r","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"336",5400,"SaipanLADTGL2","saipan","ladtg","L2","r","r","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"337",5454,"SaipanLadtgL3","saipan","ladtg","L3","r","w","Lepidoptera",3,NA,NA,NA,"Lepid"
"338",5459,"SaipanLadtgL3","saipan","ladtg","L3","r","w","Trichoptera",3,NA,NA,NA,"Trich"
"339",5571,"SaipanLadtgL3","saipan","ladtg","L3","w","y","Lepidoptera",3,NA,NA,NA,"Lepid"
"340",5591,"SaipanLadtgL3","saipan","ladtg","L3","w","r","Diptera",3,NA,NA,NA,"Dipte"
"341",5636,"SaipanMTRLL1","saipan","mtrl","L1","w","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"342",5699,"SaipanMTRLL1","saipan","mtrl","L1","r","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"343",5790,"SaipanMTRLL1","saipan","mtrl","L1","y","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"344",5851,"SaipanMTRLL2","saipan","mtrl","L2","r","w","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"345",5880,"SaipanMTRLL2","saipan","mtrl","L2","r","y","Formicidae",3,2018-01-17,2018-01-20,3,"Formi"
"346",5955,"SaipanMTRLL2","saipan","mtrl","L2","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"347",6000,"SaipanMTRLL2","saipan","mtrl","L2","b","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"348",6059,"SaipanMTRLL3","saipan","mtrl","L3","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"349",72,"GuamAnaoL1","guam","anao","L1","r","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"350",160,"GuamAnaoL1","guam","anao","L1","w","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"351",161,"GuamAnaoL1","guam","anao","L1","w","w","Apoidea",2,2018-01-12,2018-01-15,3,"Apoid"
"352",189,"GuamAnaoL1","guam","anao","L1","r","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"353",201,"GuamAnaoL1","guam","anao","L1","r","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"354",251,"GuamAnaoL2","guam","anao","L2","y","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"355",254,"GuamAnaoL2","guam","anao","L2","y","y","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"356",264,"GuamAnaoL2","guam","anao","L2","b","r","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"357",290,"GuamAnaoL2","guam","anao","L2","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"358",381,"GuamAnaoL2","guam","anao","L2","w","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"359",563,"GuamAnaoL3","guam","anao","L3","r","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"360",589,"GuamAnaoL3","guam","anao","L3","w","r","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"361",664,"GuamNblasL1","guam","nblas","L1","r","w","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"362",721,"GuamNblasL1","guam","nblas","L1","b","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"363",745,"GuamNblasL1","guam","nblas","L1","y","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"364",794,"GuamNblasL1","guam","nblas","L1","w","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"365",867,"GuamNblasL2","guam","nblas","L2","r","w","Araneae",2,2018-01-12,2018-01-15,3,"Arane"
"366",878,"GuamNblasL2","guam","nblas","L2","r","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"367",900,"GuamNblasL2","guam","nblas","L2","w","y","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"368",1189,"GuamNblasL3","guam","nblas","L3","y","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"369",1288,"GuamRacetrackL1","guam","race","L1","y","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"370",1294,"GuamRacetrackL1","guam","race","L1","y","y","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"371",1353,"GuamRacetrackL1","guam","race","L1","b","r","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"372",1366,"GuamRacetrackL1","guam","race","L1","b","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"373",1410,"GuamRacetrackL1","guam","race","L1","y","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"374",1444,"GuamRacetrackL1","guam","race","L1","y","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"375",1470,"GuamRacetrackL2","guam","race","L2","b","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"376",1496,"GuamRacetrackL2","guam","race","L2","b","r","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"377",1501,"GuamRacetrackL2","guam","race","L2","b","r","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"378",1512,"GuamRacetrackL2","guam","race","L2","b","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"379",1531,"GuamRacetrackL2","guam","race","L2","y","y","Isoptera",2,2018-01-12,2018-01-15,3,"Isopt"
"380",1541,"GuamRacetrackL2","guam","race","L2","y","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"381",1551,"GuamRacetrackL2","guam","race","L2","y","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"382",1561,"GuamRacetrackL2","guam","race","L2","y","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"383",1564,"GuamRacetrackL2","guam","race","L2","y","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"384",1567,"GuamRacetrackL2","guam","race","L2","y","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"385",1603,"GuamRacetrackL2","guam","race","L2","w","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"386",1616,"GuamRacetrackL2","guam","race","L2","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"387",1639,"GuamRacetrackL2","guam","race","L2","r","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"388",1681,"GuamRacetrackL3","guam","race","L3","r","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"389",1709,"GuamRacetrackL3","guam","race","L3","y","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"390",1761,"GuamRacetrackL3","guam","race","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"391",1777,"GuamRacetrackL3","guam","race","L3","b","b","Araneae",2,2018-01-12,2018-01-15,3,"Arane"
"392",1800,"GuamRacetrackL3","guam","race","L3","b","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"393",1808,"GuamRacetrackL3","guam","race","L3","b","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"394",1813,"GuamRacetrackL3","guam","race","L3","b","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"395",1889,"GuamRitiL1","guam","riti","L1","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"396",2012,"GuamRitiL1","guam","riti","L1","b","r","Isoptera",2,2018-01-12,2018-01-15,3,"Isopt"
"397",2279,"GuamRitiL2","guam","riti","L2","r","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"398",2295,"GuamRitiL3","guam","riti","L3","r","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"399",2317,"GuamRitiL3","guam","riti","L3","b","r","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"400",2500,"GuamSblasL1","guam","sblas","L1","b","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"401",2510,"GuamSblasL1","guam","sblas","L1","y","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"402",2513,"GuamSblasL1","guam","sblas","L1","y","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"403",2552,"GuamSblasL1","guam","sblas","L1","b","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"404",2633,"GuamSblasL1","guam","sblas","L1","w","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"405",2760,"GuamSblasL2","guam","sblas","L2","r","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"406",2825,"GuamSblasL2","guam","sblas","L2","b","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"407",2864,"GuamSblasL2","guam","sblas","L2","b","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"408",3043,"GuamSblasL3","guam","sblas","L3","w","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"409",3045,"GuamSblasL3","guam","sblas","L3","w","b","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"410",3061,"GuamSblasL3","guam","sblas","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"411",3186,"SaipanForbiAL1","saipan","forbia","L1","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"412",3199,"SaipanForbiAL1","saipan","forbia","L1","r","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"413",3203,"SaipanForbiAL1","saipan","forbia","L1","r","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"414",3218,"SaipanForbiAL1","saipan","forbia","L1","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"415",3225,"SaipanForbiAL1","saipan","forbia","L1","w","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"416",3290,"SaipanForbiAL1","saipan","forbia","L1","y","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"417",3322,"SaipanForbiAL1","saipan","forbia","L1","r","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"418",3342,"SaipanForbiAL1","saipan","forbia","L1","r","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"419",3359,"SaipanForbiAL2","saipan","forbia","L2","y","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"420",3369,"SaipanForbiAL2","saipan","forbia","L2","y","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"421",3382,"SaipanForbiAL2","saipan","forbia","L2","y","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"422",3420,"SaipanForbiAL2","saipan","forbia","L2","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"423",3446,"SaipanForbiAL2","saipan","forbia","L2","b","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"424",3461,"SaipanForbiAL2","saipan","forbia","L2","w","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"425",3462,"SaipanForbiAL2","saipan","forbia","L2","w","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"426",3476,"SaipanForbiAL2","saipan","forbia","L2","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"427",3489,"SaipanForbiAL2","saipan","forbia","L2","w","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"428",3490,"SaipanForbiAL2","saipan","forbia","L2","w","w","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"429",3491,"SaipanForbiAL2","saipan","forbia","L2","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"430",3502,"SaipanForbiAL2","saipan","forbia","L2","w","r","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"431",3514,"SaipanForbiAL2","saipan","forbia","L2","r","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"432",3543,"SaipanForbiAL2","saipan","forbia","L2","r","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"433",3550,"SaipanForbiAL2","saipan","forbia","L2","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"434",3567,"SaipanForbiAL3","saipan","forbia","L3","r","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"435",3591,"SaipanForbiAL3","saipan","forbia","L3","r","w","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"436",3641,"SaipanForbiAL3","saipan","forbia","L3","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"437",3673,"SaipanForbiAL3","saipan","forbia","L3","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"438",3682,"SaipanForbiAL3","saipan","forbia","L3","b","w","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"439",3684,"SaipanForbiAL3","saipan","forbia","L3","b","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"440",3693,"SaipanForbiAL3","saipan","forbia","L3","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"441",3749,"SaipanForbiAL3","saipan","forbia","L3","y","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"442",3803,"SaipanForbiGridL1","saipan","forbig","L1","y","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"443",3827,"SaipanForbiGridL1","saipan","forbig","L1","b","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
